                           stepid  dayscons_ade dayscons_weeks_ade
manicc               0.5871681663  0.774087697  0.777216961  0.774087697
hmanicc              0.5613469876  0.744365600  0.747334596  0.744365600
manicp               0.5278887862  0.696552705  0.700952824  0.696552705
hmanicp              0.4460550375  0.622025676  0.623021058  0.623417332
typeiic              0.4710444704  0.657326355  0.659487221  0.657326355
typeiip              0.4539849188  0.625633243  0.627391588  0.625633243
clinstat             0.0008670793  0.022022153  0.026058474  0.023951214
manlast              0.0538975883  0.004398069  0.004482459  0.003020305
deppast              0.0851228866  0.070027060  0.067227688  0.068591954
mangenc              0.6946970265  0.933341282  0.937545282  0.933341282
mangenp              0.6916960242  0.927907926  0.932076979  0.927907926
hypogenc             0.6934469422  0.931970281  0.936165473  0.931970281
hypogenp             0.6892521956  0.925241109  0.929392967  0.925241109
mansubc              0.6892521956  0.925241109  0.929392967  0.925241109
mansubp              0.6218540549  0.836643996  0.840205353  0.836643996
hyposubc             0.6916960242  0.927907926  0.932076979  0.927907926
hyposubp             0.6293976552  0.846130235  0.849756972  0.846130235
anxdisc              0.7011386545  0.935988108  0.940144071  0.935988108
anxdisp              0.6862753723  0.915840317  0.919866639  0.915840317
anxsubc              0.7076220529  0.953848224  0.958117785  0.953848224
anxsubp              0.7033928336  0.942688968  0.946887689  0.942688968
pdnoagc              0.6370782855  0.826197325  0.829621213  0.826197325
pdnoagp              0.5667707845  0.741837785  0.744627910  0.741837785
pdagorc              0.6022032645  0.746558645  0.749406574  0.746558645
pdagorp              0.5687050638  0.680124952  0.682385170  0.678244319
agorc                0.6280005012  0.796155287  0.799381607  0.796155287
agorp                0.6019620690  0.746200978  0.746856801  0.744029257
phobiac              0.5690281908  0.674593562  0.676798132  0.674593562
phobiap              0.5619960902  0.642677710  0.644458905  0.641039804
ocdcur               0.8869023335  0.746376464  0.746992852  0.746376464
ocdc                 0.9023698072  0.783542747  0.777876158  0.783542747
ocdpast              0.9790324613  0.692504702  0.702888497  0.694493226
ocdp                 1.0000000000  0.725002713  0.733441364  0.726959365
ocdgenc              0.7250027129  1.000000000  0.989673481  0.997057291
ocdgenp              0.7334413636  0.989673481  1.000000000  0.989673481
ocdsubc              0.7269593649  0.997057291  0.989673481  1.000000000
ocdsubp              0.7314918489  0.985326480  0.992646449  0.988264283
ptsdcur              0.5809512683  0.735401706  0.738156308  0.735401706
ptsdc                0.5815666897  0.732611549  0.735401611  0.732611549
ptsdpast             0.5164845795  0.650004655  0.651878299  0.648284981
ptsdp                0.5233741806  0.656320944  0.658271823  0.654660267
alcdepc              0.5506141822  0.746134711  0.748972858  0.746134711
alcdepp              0.4896115476  0.638962217  0.645110229  0.637434457
alcabusc             0.5296990130  0.722964598  0.725637475  0.722964598
alcabusp             0.4908215431  0.633054666  0.635838300  0.631595681
drugdepc             0.5785038180  0.774124170  0.777258507  0.774124170
drugdepp             0.4927289560  0.647469434  0.656163339  0.647469434
drugabc              0.5329974608  0.738965474  0.733120029  0.738965474
drugabp              0.4849813548  0.626727405  0.631621268  0.626727405
psychp               0.6274317953  0.828939915  0.832542707  0.828939915
bpsychp              0.6593860433  0.893278681  0.897324040  0.893278681
ipsychp              0.4651994596  0.623733678  0.627173308  0.623733678
psychc               0.6599419383  0.883521023  0.887485559  0.883521023
bpsychc              0.6636579651  0.897897999  0.901974261  0.897897999
ipsychc              0.5753547372  0.770845482  0.774021198  0.770845482
schizc               0.6643486501  0.898068325  0.902130390  0.898068325
schizp               0.6611515733  0.894616749  0.898655766  0.894616749
schaffc              0.6580792226  0.889882012  0.893904583  0.889882012
schaffp              0.6543391019  0.874566991  0.883981634  0.874566991
schphrc              0.6636579651  0.897897999  0.901974261  0.897897999
schphrp              0.6636579651  0.897897999  0.901974261  0.897897999
deldisc              0.6636579651  0.897897999  0.901974261  0.897897999
deldisp              0.6615109619  0.895575238  0.899635973  0.895575238
psygenc              0.6647398664  0.899069348  0.903153431  0.899069348
psygenp              0.6630832919  0.887718200  0.897324040  0.887718200
psysubc              0.6625816795  0.896733315  0.900801795  0.896733315
psysubp              0.6391365874  0.842369540  0.846066845  0.842369540
psynosc              0.6571650260  0.881096719  0.885060086  0.881096719
psynosp              0.6366268526  0.848585148  0.852325772  0.848585148
moodnosp             0.6608902374  0.892347909  0.896371745  0.892347909
deppsyc              0.6622117831  0.895760778  0.899807440  0.895760778
deppsyp              0.6473764980  0.874041831  0.877942241  0.874041831
bulpurgc             0.6737230253  0.885698671  0.889568216  0.885698671
bulpurgp             0.6183822621  0.777214790  0.780313959  0.777214790
bulnonpc             0.6871282047  0.914990182  0.919053748  0.914990182
bulnonpp             0.6695245032  0.888748034  0.892637979  0.888748034
anbingec             0.6905400387  0.927042393  0.931202217  0.927042393
anbingep             0.6693520597  0.886709810  0.890586125  0.886709810
anrestrc             0.6886300538  0.927042393  0.931202217  0.927042393
anrestrp             0.6471365070  0.853356227  0.857006032  0.853356227
genanxc              0.5647471796  0.660232875  0.664096458  0.660232875
genanxp              0.5497799382  0.643665896  0.647076575  0.643665896
ganxgenc             0.6883270694  0.930899645  0.935084470  0.930899645
ganxgenp             0.6878892134  0.928320515  0.935376307  0.928320515
gadsubc              0.6895122793  0.932200792  0.936394037  0.932200792
gadsubp              0.6890647396  0.929606243  0.936675224  0.929606243
addkidc              0.5123025591  0.682260071  0.688181688  0.684544089
addkidp              0.5288187610  0.712184582  0.718191010  0.714525389
addadltc             0.5615306108  0.722704906  0.723370945  0.720673119
addadltp             0.5419449150  0.693646789  0.694177978  0.691749650
                         ocdsubp      ptsdcur        ptsdc     ptsdpast
stepid               0.007077548 -0.010266716 -0.008930566 -0.004907590
dayscons_ade         0.041483486  0.050762396  0.050571893  0.057785544
dayscons_weeks_ade   0.040073856  0.052984135  0.051811193  0.056704492
dayscons_mini        0.208872844  0.152271814  0.149240540  0.147858423
dayscons_weeks_mini  0.354800452  0.273366571  0.262076154  0.251935184
dayscons_x           0.005383713  0.008177588  0.001051700  0.022583336
dayscons_weeks_x     0.026119939  0.030284847  0.022822483  0.048982656
dayscons_y           0.088391773  0.029515148  0.029404214  0.011202164
dayscons_weeks_y     0.088376845  0.029509293  0.029381748  0.011254638
certcode_ade        -0.096444369 -0.093492651 -0.074891378 -0.088762462
certcode_mini        0.437702106  0.335515438  0.327780661  0.288638141
certcode             0.012605897 -0.025478261 -0.018430596 -0.024524660
deprmd              -0.095931858 -0.014901948 -0.021606170 -0.014937376
depsleep             0.011789449 -0.040878404 -0.040885753 -0.057389225
depsleepcat          0.015877770 -0.040477171 -0.037228019 -0.061540221
depinter             0.053188057 -0.026980273 -0.023997003 -0.017161992
depguilt            -0.015342379  0.062791283  0.060220458  0.057995763
depenerg             0.019435181 -0.024141833 -0.024077835 -0.012574858
depconcn             0.023579013 -0.046435061 -0.034835776 -0.036845332
depappet             0.015234141 -0.029640061 -0.023590304 -0.025470257
deppmr              -0.005462041  0.032302436  0.033780789  0.030129503
dage1st              0.047938316 -0.015048861 -0.008050135 -0.048965915
dage1stcat           0.027827598  0.047137827  0.051488243  0.037261877
mage1st              0.074969119  0.023711206  0.032970023 -0.013064465
mage1stcat           0.064303559  0.042454033  0.053821043  0.007205017
depsi               -0.009233368  0.057279137  0.043366459  0.060019485
depsicat            -0.049063599  0.017642424  0.005881151  0.023995226
depsev              -0.017037563  0.078706948  0.076263105  0.074629179
depse                0.036569104 -0.043779096 -0.036587475 -0.037486125
depdist             -0.037485568  0.037166946  0.029470380  0.045549549
deppma              -0.063814484  0.018399833  0.003942411  0.031874222
elvselfe            -0.032146091 -0.071879898 -0.063385572 -0.059557756
elvsleep            -0.001337795  0.002511861  0.008237862  0.011070370
elvtalk             -0.018597451  0.015611534  0.005326439  0.009582627
elvfoi              -0.057305400  0.037142691  0.029669624  0.048077738
elvdistr            -0.051554289  0.021931299  0.015099521  0.031241018
elvgdact            -0.017107821 -0.006550701 -0.009409316 -0.015003291
elvhrb              -0.027469222  0.051628512  0.048462876  0.068020714
elvpma              -0.045969415  0.034414435  0.019749147  0.051095051
majdepc              0.622249141  0.553255022  0.520642434  0.480761969
majdepp              0.884056016  0.698437584  0.661077724  0.622817641
moodgenc             0.920263232  0.733774385  0.698395798  0.648246279
moodgenp             0.908956444  0.721044536  0.686434639  0.638907879
moodsubc             0.926677387  0.736563838  0.700879419  0.646283900
moodsubp             0.891017027  0.711453064  0.677426575  0.628232007
manicc               0.773487689  0.642613203  0.616887419  0.560848806
hmanicc              0.743708819  0.623675312  0.598983095  0.556816485
manicp               0.697838344  0.577728458  0.544545370  0.516978212
hmanicp              0.621299796  0.489460515  0.477084538  0.436591771
typeiic              0.655829278  0.508337453  0.491365336  0.440099821
typeiip              0.625275792  0.473905895  0.457690737  0.412453091
clinstat             0.027162105 -0.037088439 -0.030035303 -0.035420183
manlast              0.001776248  0.030872470  0.034356944  0.032460561
deppast              0.067183183  0.077105763  0.081724984  0.084797988
mangenc              0.933475216  0.740698776  0.717173680  0.652766948
mangenp              0.928020242  0.735643168  0.712343786  0.651006018
hypogenc             0.932098781  0.739423842  0.715955611  0.653185010
hypogenp             0.925342732  0.733158813  0.709970568  0.646722139
mansubc              0.925342732  0.733158813  0.709970568  0.645008314
mansubp              0.836352035  0.658790750  0.638967027  0.586161494
hyposubc             0.928020242  0.737813364  0.714402242  0.649286213
hyposubp             0.845884701  0.666131918  0.645969571  0.582444305
anxdisc              0.936003131  0.738640584  0.711235451  0.651795110
anxdisp              0.915775077  0.721983128  0.695420560  0.639011169
anxsubc              0.953931766  0.746364138  0.718581747  0.656625912
anxsubp              0.942729973  0.740510877  0.713016371  0.653047670
pdnoagc              0.825723983  0.658534194  0.635307599  0.589120141
pdnoagp              0.740847426  0.586001341  0.566929721  0.530342826
pdagorc              0.747820775  0.670238393  0.631489022  0.602574673
pdagorp              0.680502003  0.631120227  0.594689813  0.586984160
agorc                0.795553785  0.668057552  0.636051606  0.592613820
agorp                0.743094021  0.625376218  0.593590579  0.559506086
phobiac              0.673031177  0.590726938  0.561895595  0.523679662
phobiap              0.640554442  0.567514075  0.539809598  0.524611882
ocdcur               0.745431964  0.632926320  0.596162130  0.548100962
ocdc                 0.773975608  0.617699790  0.617810621  0.536104944
ocdpast              0.705071863  0.590864786  0.558292717  0.524190998
ocdp                 0.731491849  0.580951268  0.581566690  0.516484579
ocdgenc              0.985326480  0.735401706  0.732611549  0.650004655
ocdgenp              0.992646449  0.738156308  0.735401611  0.651878299
ocdsubc              0.988264283  0.735401706  0.732611549  0.648284981
ocdsubp              1.000000000  0.734397426  0.731702420  0.649717513
ptsdcur              0.734397426  1.000000000  0.947708555  0.799832916
ptsdc                0.731702420  0.947708555  1.000000000  0.759576178
ptsdpast             0.649717513  0.799832916  0.759576178  1.000000000
ptsdp                0.656072870  0.771787054  0.810489491  0.968207318
